Name,SubDiv
Metzeral,68
Metzeresche,57
Metzing,57
Metz-Tessy,74
Meudon,92
Meudon la Forêt,92
Meuilley,21
Meulan,78
Meung-sur-Loire,45
Meursac,17
Meursanges,21
Meursault,21
Meurville,10
Meuse,52
Meusnes,41
Meussia,39
Meuzac,87
Meximieux,1
Mexy,54
Meyenheim,68
Meylan,38
Meymac,19
Meynes,30
Meyrargues,13
Meyras,7
Meyreuil,13
Meyrié,38
Meythet,74
Meyzieu,69
Mèze,34
Mézériat,1
Mézerolles,80
Mézidon-Canon,14
Mézières-en-Brenne,36
Mézières-en-Drouais,28
Mézières-sur-Couesnon,35
Mézières-sur-Issoire,87
Mézières-sur-Ponthouin,72
Mézières-sur-Seine,78
Mézin,47
Mézoargues,13
Mézy-Moulins,2
Mezzavia,2A
Michelbach-le-Bas,68
Mietesheim,67
Mieussy,74
Migé,89
Migennes,89
Mignaloux-Beauvoir,86
Migné-Auxances,86
Mignères,45
Mignières,28
Migré,17
Migron,17
Milhaud,30
Milhavet,81
Milizac,29
Millam,59
Millas,66
Millau,12
Millemont,78
Millery,54
Millery,69
Milly,50
Milly,89
Milly-la-Forêt,91
Milly-Lamartine,71
Milly-le-Meugon,49
Milly-sur-Thérain,60
Mimbaste,40
Mimet,13
Mimizan,40
Mindin,44
Minerve,34
Mingot,XJ
Miniac-Morvan,35
Minihy-Tréguier,22
Minzac,24
Mionnay,1
Mions,69
Mios,33
Mirabeau,84
Mirabel,7
Mirabel,82
Mirabel-aux-Baronnies,26
Mirabel-et-Blacons,26
Miradoux,32
Miramas,13
Mirambeau,17
Miramont-de-Guyenne,47
Mirande,32
Miré,49
Mirebeau,86
Mirebeau-sur-Bèze,21
Mirecourt,88
Miremont,31
Mirepeisset,11
Mirepoix,32
Mireval,34
Miribel,26
Miribel,1
Miribel-Lanchâtre,38
Mirmande,26
Miserey,27
Miserey-Salines,25
Mison,4
Missillac,44
Misson,40
Mitry-Mory,77
Mittelbergheim,67
Mittelhausbergen,67
Mittelhausen,67
Mittelwihr,68
Mittersheim,57
Modane,73
Mo-de-l'Aisne,2
Modène,84
Moëlan-sur-Mer,29
Mogneneins,1
Mognéville,55
Mohon,56
Moidrey,50
Moineville,54
Moirans,38
Moirans-en-Montagne,39
Moisenay,77
Moislains,80
Moissac,82
Moissannes,87
Moisselles,95
Moisson,78
Moissy-Cramayel,77
Molamboz,39
Môlay,89
Molesmes,21
Moliens,60
Molières-sur-Cèze,30
Molières-sur-Cèze,30
Moliets-et-Maa,40
Molinet,3
Molineuf,41
Molinges,39
Mollans-sur-Ouvèze,26
Mollégès,13
Mollkirch,67
Molompize,15
Molosmes,89
Molsheim,67
Momas,64
Mombrier,33
Momères,65
Momerstroff,57
Mommenheim,67
Monbadon,33
Monbahus,47
Monbalen,47
Monbazillac,24
Monbéqui,82
Monbrun,32
Moncaup,64
Monceaux-en-Bessin,14
Moncé-en-Belin,72
Moncel-lès-Lunéville,54
Monchanin,71
Monchy,76
Monchy-Humières,60
Monchy-le-Preux,62
Monchy-Saint-Éloi,60
Moncontour,86
Moncourt,57
Moncoutant,79
Mondelange,57
Mondeville,91
Mondeville,14
Mondicourt,62
Mondonville,31
Mondoubleau,41
Mondouzil,31
Mondragon,84
Mondrepuis,2
Mondreville,78
Monein,64
Monestier,24
Monestier-de-Clermont,38
Monestrol,31
Monétay-sur-Allier,3
Monéteau,89
Monfaucon,24
Monferran-Plavès,32
Monflanquin,47
Monfort,32
Mongauzy,33
Monguilhem,32
Monistrol-d'Allier,43
Monistrol-sur-Loire,43
Monléon-Magnoac,65
Monlezun-d'Armagnac,32
Monnaie,37
Monnerville,91
Monnetier-Mornex,74
Monnet-la-Ville,39
Monnières,44
Monnières,39
Monoblet,30
Monprimblanc,33
Mons,34
Mons,30
Monségur,33
Monsempron-Libos,47
Mons-en-Barul,59
Mons-en-Pévèle,59
Monsols,69
Monswiller,67
Mont,64
Montady,34
Montagnac,34
Montagnac-la-Crempse,24
Montagnat,1
Montagne,33
Montagnieu,1
Montagny,69
Montagny-lès-Beaune,21
Montagny-lès-Buxy,71
Montagny-lès-Seurre,21
Montagny-près-Louhans,71
Montaignac-Saint-Hippolyte,19
Montaignut-en-Combraille,63
Montaigu,2
Montaigu,39
Montaigu,85
Montaigut,63
Montaigut-le-Blanc,63
Montaigut-sur-Save,31
Montaïn,82
Montalba-le-Château,66
Montalbert,73
Montalieu-Vercieu,38
Montallery,89
Montamisé,86
Montanay,69
Montans,81
Montardon,64
Montargis,45
Montarlot,77
Montarnaud,34
Montastruc-la-Conseillère,31
Montataire,60
Montauban,82
Montauban-de-Bretagne,35
Montauban-de-Luchon,31
Montaulieu,26
Montaulin,10
Montaure,27
Montauroux,83
Montaut,40
Montaut,64
Montauville,54
Montayral,47
Montazeau,24
Montbard,21
Montbartier,82
Montbazens,12
Montbazin,34
Montbazon,37
Montbéliard,25
Montbellet,71
Montberon,31
Montbert,44
Montbeton,82
Montbizot,72
Montblanc,34
Montbonnot-Saint-Martin,38
Montboucher-sur-Jabron,26
Montbré,51
Montbrison,26
Montbrison,42
Montbron,16
Montbronn,57
Montbrun-des-Corbières,11
Montbrun-les-Bains,26
Montcaret,24
Montceau-les-Mines,71
Montceaux-lès-Provins,77
Montcenis,71
Montchal,42
Montchanin,71
Montchauvet,14
Montchevrel,61
Montclar,4
Montcornet,8
Montcornet,2
Montcourt-Fromonville,77
Montcresson,45
Montcuq,46
Mont-Dauphin,5
Mont-de-Lans,38
Mont-de-Marsan,40
Montdidier,80
Mont-Dore,63
Montdragon,81
Monteaux,41
Montebourg,50
Montech,82
Montégut-Arros,32
Monteils,82
Montel-de-Gelat,63
Montéléger,26
Montélier,26
Montélimar,26
Montels,81
Montembuf,16
Montenay,53
Montendre,
Monteneuf,56
Montépreux,51
Monterblanc,56
Montereau,45
Montereau-Fault-Yonne,77
Montereau-sur-le-Jard,77
Montérolier,76
Montescot,66
Montescourt-Lizerolles,2
Montesquieu-des-Albères,66
Montesquiou,32
Montesson,78
Montestruc-sur-Gers,32
Monteton,47
Monteux,84
Montévrain,77
Montézic,12
Montfaucon,30
Montfaucon-en-Velay,43
Montfaucon-Montigne,
Montfavet,84
Montfermeil,93
Montferrand-le-Château,25
Montferrat,83
Montferrier,9
Montferrier-sur-Lez,34
Montfort,49
Montfort-l'Amaury,78
Montfort-le-Gesnois,72
Montfort-sur-Argens,83
Montfort-sur-Meu,35
Montfort-sur-Risle,27
Montfranc,12
Montfrin,30
Montgaillard,11
Montgé,77
Montgeard,31
Montgé-en-Goële,77
Montgenèvre,5
Montgenost,51
Montgermont,35
Montgeron,91
Montgeroult,95
Montgiscard,31
Montgivray,36
Montgru-Saint-Hilaire,2
Montgueux,10
Montguyon,17
Monthelie,21
Monthelon,51
Monthermé,8
Monthiers,2
Montholon,89
Monthou-sur-Bièvre,41
Monthou-sur-Cher,41
Monthureux-le-Sec,88
Monthureux-sur-Saône,88
Monthyon,77
Montiéramey,10
Montierchaume,36
Montiers-sur-Saulx,55
Montignac,33
Montignac-Charente,16
Montigné-sur-Moine,49
Montigny,45
Montigny,18
Montigny,76
Montigny-aux-Amognes,58
Montigny-en-Gohelle,62
Montigny-en-Ostrevent,59
Montigny-la-Resle,89
Montigny-le-Bretonneux,78
Montigny-le-Franc,2
Montigny-Lengrain,2
Montigny-le-Roi,52
Montigny-lès-Arsures,39
Montigny-lès-Cormeilles,95
Montigny-lès-Metz,57
Montigny-les-Monts,10
Montigny-lès-Vesoul,70
Montigny-sur-Chiers,54
Montigny-sur-Loing,77
Montigny-sur-Meuse,8
Montigny-sur-Vesle,51
Montilliers,49
Montilly-sur-Noireau,61
Montils,17
Montirat,11
Montivilliers,76
Montjavoult,60
Montjean,16
Montjoie-en-Couserans,9
Montjustin,4
Montlandon,28
Montlaur,11
Montlebon,25
Mont-le-Vernois,70
Mont-le-Vignoble,54
Montlhéry,91
Montlieu-la-Garde,17
Montlignon,95
Montlivault,41
Montlouis-sur-Loire,37
Montluçon,3
Montluel,1
Montmacq,60
Montmagny,95
Montmarault,3
Montmartin-sur-Mer,50
Montmaur,11
Montmédy,55
Montmelas-Saint-Sorlin,69
Montmélian,73
Montmerle-sur-Saône,1
Montmeyran,26
Montmirail,51
Montmirail,72
Montmoreau,16
Montmoreau-Saint-Cybard,16
Montmorency,95
Montmorillon,86
Montmorot,39
Montmort-Lucy,51
Montner,66
Mont-Notre-Dame,2
Montoir-de-Bretagne,44
Montoire,45
Montoire-sur-le-Loir,41
Montois-la-Montagne,57
Montoison,26
Montoulieu,34
Montoy-Flanville,57
Montpellier,34
Montpellier-de-Médillan,17
Montpeyroux,63
Montpeyroux,24
Montpezat,47
Montpezat-de-Quercy,82
Montpon-Ménestérol,24
Montpont-en-Bresse,71
Montpothier,10
Mont-près-Chambord,41
Montrabé,31
Montracol,1
Montréal,11
Montréal-du-Gers,32
Montréal-la-Cluse,1
Montredon-des-Corbières,11
Montredon-Labessonnié,81
Montregard,43
Montréjeau,31
Montrelais,44
Montreuil,28
Montreuil,85
Montreuil,93
Montreuil-Bellay,49
Montreuil-en-Auge,14
Montreuil-Juigné,49
Montreuil-la-Cambe,61
Montreuil-l'Argillé,27
Montreuil-sous-Pérouse,35
Montreuil-sur-Blaise,52
Montreuil-sur-Ille,35
Montreuil-sur-Loir,49
Montreuil-sur-Lozon,50
Montreuil-sur-Maine,49
Montreuil-sur-Mer,62
Montreux,54
Montrevault,49
Montrevault-sur-Èvre,49
Montrevel,39
Montrevel-en-Bresse,1
Montrichard,41
Montrieux-en-Sologne,41
Montrond,39
Montrond-le-Château,25
Montrond-les-Bains,42
Montrottier,69
Montrouge,92
Montrouveau,41
Montry,77
Monts,37
Mont-Saint-Aignan,76
Mont-Saint-Éloi,62
Mont-Saint-Martin,54
Mont-Saint-Père,2
Mont-Saint-Sulpice,89
Montsaon,52
Montsecret,61
Montségur-sur-Lauzon,26
Montséret,11
Montsoué,40
Montsoult,95
Mont-sous-Vaudrey,39
Mont-sur-Courville,51
Mont-sur-Meurthe,54
Mont-sur-Monnet,39
Montsûrs,53
Montsurvent,50
Montsuzain,10
Montussan,33
Montval-sur-Loir,72
Montvendre,26
Montville,76
Montviron,50
Monze,11
Moosch,68
Moraches,58
Morains-le-Petit,51
Morainvilliers,78
Morancé,69
Morancez,28
Morangis,51
Morangis,91
Morannes,49
Moras-en-Valloire,26
Morbecque,59
Morbier,39
Morcenx,40
Mordelles,35
Moréac,56
Morée,41
Moreilles,85
Morestel,38
Moret-sur-Loing,77
Moreuil,80
Morey,71
Morey-Saint-Denis,21
Morez,39
Morhange,57
Moriat,63
Morières-lès-Avignon,84
Morieux,22
Morigny-Champigny,91
Moriviller,54
Morizès,33
Morlaàs,64
Morlaix,29
Morlancourt,80
Morlhon-le-Haut,12
Mormant,77
Mormès,32
Mormoiron,84
Mornac,16
Mornac-sur-Seudre,17
Mornans,26
Mornant,69
Mornas,84
Moroges,71
Morogues,18
Morosaglia,2B
Morsains,51
Morsang-sur-Orge,91
Morsang-sur-Seine,91
Morsbach,57
Morschwiller-le-Bas,68
Mortagne-au-Perche,61
Mortagne-du-Nord,59
Mortagne-sur-Gironde,17
Mortagne-sur-Sèvre,85
Mortain,50
Mortcerf,77
Morteau,25
Morteaux-Coulibuf,14
Mortefontaine,60
Mortefontaine-en-Thelle,60
Mortemart,87
Morton,86
Mortrée,61
Morvillars,90
Mory,62
Morzine,74
Mosnes,37
Mosson,21
Motey-Besuche,70
Motreff,29
Motteville,76
Motz,73
Mouans-Sartoux,6
Mouchamps,85
Mouchan,32
Mouchard,39
Mouchy-le-Châtel,60
Mouen,14
Mougins,6
Mouguerre,64
Mouhers,36
Mouillac,33
Mouilleron-en-Pareds,85
Mouilleron-le-Captif,85
Moularès,81
Mouleydier,24
Moulézan,30
Moulidars,16
Mouliets-et-Villemartin,33
Mouliherne,49
Moulineaux,76
Moulines,50
Moulin-Neuf,9
Moulins,2
Moulins,3
Moulins,35
Moulins-en-Tonnerrois,89
Moulins-lès-Metz,57
Moulins-sur-Yèvre,18
Moulis,9
Moulis-en-Médoc,33
Moulle,62
Moulon,33
Moult,14
Moumour,64
Mourens,33
Mourenx,64
Mouriès,13
Mouriez,62
Mourjou,15
Mourmelon-le-Grand,51
Mourmelon-le-Petit,51
Mouroux,77
Mours-Saint-Eusèbe,26
Mourvilles-Hautes,31
Moussan,11
Moussey,10
Moussey,57
Moussey,88
Moussy,51
Moussy-le-Neuf,77
Moussy-le-Vieux,77
Moustéru,22
Moustier-Ventadour,19
Mouthiers-sur-Boëme,16
Moutier-Rozeille,23
Moutiers,35
Moutiers,54
Moûtiers,73
Moutiers-Saint-Jean,21
Mouvaux,59
Moux,11
Mouy,60
Mouy-sur-Seine,77
Mouzeuil-Saint-Martin,85
Mouzieys-Teulet,81
Mouzillon,44
Mouzon,8
Moyaux,14
Moyen,54
Moyencourt,80
Moyenmoutier,88
Moyenneville,80
Moyeuvre-Grande,57
Moyon,50
Mozac,63
Mozé-sur-Louet,49
Mudaison,34
Mugron,40
Muhlbach-sur-Bruche,67
Muhlbach-sur-Munster,68
Muides-sur-Loire,41
Muids,27
Muille-Villette,80
Muizon,51
Mulcent,78
Mulhausen,67
Mulhouse,68
Mulhouse Nord,68
Mulsanne,72
Munchhausen,67
Mundolsheim,67
Muneville-le-Bingard,50
Munster,57
Munster,68
Muntzenheim,68
Murat,15
Murat,3
Murat-sur-Vèbre,81
Mur-de-Barrez,12
Mûr-de-Bretagne,22
Mur-de-Sologne,41
Muret,31
Murles,34
Murlin,58
Muro,2A
Murol,63
Muron,17
Murs,84
Mûrs-Erigné,49
Mur-sur-Allier,63
Murs-Verdey,51
Murviel,34
Murviel-lès-Montpellier,34
Mus,30
Mussey-sur-Marne,52
Mussidan,24
Mussy-sur-Seine,10
Mutigny,51
Mutrécy,14
Muttersholtz,67
Mutzig,67
Muzillac,56
Myans,73
Myennes,58
Myon,25
Nagel-Séez-Mesnil,27
Nages-et-Solorgues,30
Nailloux,31
Nailly,89
Naintré,86
Naizin,56
Najac,12
Nançay,18
Nance,39
Nanchèvre,89
Nançois-sur-Ornain,55
Nancras,17
Nancy,54
Nancy-sur-Cluses,74
Nangis,77
Nans-les-Pins,83
Nanteau-sur-Lunain,77
Nanterre,92
Nantes,44
Nanteuil-en-Vallée,16
Nanteuil-le-Haudouin,60
Nanteuil-lès-Meaux,77
Nanteuil-sur-Aisne,8
Nanthiat,24
Nantiat,87
Nantillé,17
Nantoin,38
Nantoux,21
Nantua,1
Naours,80
Narbonne,11
Nargis,45
Narrosse,40
Nassandres,1
Nassandres,27
Naucelle,12
Naujac-sur-Mer,33
Naujan-et-Postiac,33
Nauroy,2
Naveil,41
Naves,19
Nay,64
Nazelles-Négron,37
Néac,33
Neau,53
Neaufles-Auvergny,27
Neaufles-Saint-Martin,27
Neauphle-le-Château,79
Neaux,42
Nébian,34
Nébias,11
Nébing,57
Nécy,61
Nédon,62
Neffiès,34
Nègrepelisse,82
Négreville,50
Nelling,57
Nemours,77
Néons-sur-Creuse,36
Néoules,83
Nérac,47
Nercillac,16
Néret,36
Nérigean,33
Nernier,74
Nersac,16
Nervezain,70
Neschers,63
Nesle,80
Nesles,62
Nesles-la-Vallée,95
Neufbosc,76
Neuf-Brisach,68
Neufchâteau,88
Neufchâtel-en-Bray,76
Neufchâtel-Hardelot,62
Neufchef,57
Neufmaison,8
Neufmaisons,54
Neufmoutiers-en-Brie,77
Neufvillage,57
Neugartheim-Ittlenheim,67
Neuillac,17
Neuillay-les-Bois,36
Neuillé,49
Neuillé-Pont-Pierre,37
Neuilly-en-Donjon,3
Neuilly-en-Dun,18
Neuilly-en-Sancerre,18
Neuilly-en-Thelle,60
Neuilly-lès-Dijon,21
Neuilly-l'Évêque,52
Neuilly-Plaisance,93
Neuilly-Saint-Front,2
Neuilly-sous-Clermont,60
Neuilly-sur-Marne,93
Neuilly-sur-Seine,92
Neuilly-sur-Suize,52
Neulise,42
Neulliac,56
Neung-sur-Beuvron,41
Neussargues-Moissac,15
Neuvecelle,74
Neuve-Église,67
Neuvelle-lès-Champlitte,70
Neuves-Maisons,54
Neuvic,24
Neuvic,19
Neuvic-Entier,87
Neuvicq-le-Château,17
Neuville,37
Neuville,63
Neuville-aux-Bois,45
Neuville-de-Poitou,86
Neuville-en-Ferrain,59
Neuville-lès-Dieppe,76
Neuville-lès-Vaucouleurs,55
Neuville-Saint-Amand,2
Neuville-Saint-Rémy,59
Neuville-Saint-Vaast,62
Neuville-sur-Ain,1
Neuville-sur-Escaut,59
Neuville-sur-Oise,95
Neuville-sur-Ornain,55
Neuville-sur-Saône,69
Neuville-sur-Sarthe,72
Neuville-sur-Seine,10
Neuvilly,59
Neuvy-en-Sullias,45
Neuvy-Grandchamp,71
Neuvy-le-Roi,37
Neuvy-Pailloux,36
Neuvy-Saint-Sépulchre,36
Neuvy-Sautour,89
Neuvy-sur-Loire,58
Neuwiller,68
Neuwiller-lès-Saverne,67
Nevers,58
Névez,29
Névian,11
Néville,76
Nevoy,45
Nevy-sur-Seille,39
Nexon,87
Ney,39
Neydens,74
Neyron,1
Nézel,78
Nézignan-l'Évêque,34
Nibas,80
Nibelle,45
Nice,6
Nicole,47
Niderviller,57
Niederbronn-les-Bains,67
Niederbruck,68
Niederhaslach,67
Niederhergheim,68
Niederlauterbach,67
Niedermodern,67
Niedermorschwihr,68
Niederstinzel,57
Nielles-lès-Bléquin,62
Nieppe,59
Niergnies,59
Nieuil-l'Espoir,86
Nieul,87
Nieulle-sur-Seudre,17
Nieul-sur-l'Autise,85
Nieul-sur-Mer,17
Niévroz,1
Niffer,68
Niherne,36
Nilvange,57
Nîmes,30
Niolon,13
Niort,79
Nissan-lez-Enserune,34
Nitry,89
Nivelle,59
Nivigne et Suran,1
Nivillac,56
Nivolas-Vermelle,38
Nizas,34
Nizerolles,3
nnecy-le-Vieux,74
Noailles,19
Noalhac,48
Nocé,61
Nod-sur-Seine,21
Noé,31
Noé-les-Mallets,10
Nogaro,32
Nogent,52
Nogent-en-Bassigny,52
Nogent-l'Abbesse,51
Nogent-l'Artaud,2
Nogent-le-Phaye,28
Nogent-le-Roi,28
Nogent-le-Rotrou,28
Nogent-sur-Eure,28
Nogent-sur-Marne,94
Nogent-sur-Oise,60
Nogent-sur-Seine,10
Nogent-sur-Vernisson,45
Noguères,64
Nohic,82
Noidans-le-Ferroux,71
Noidans-lès-Vesoul,70
Noidant-le-Rocheux,52
Nointel,95
Noircourt,2
Noirefontaine,25
Noirétable,42
Noirmoutier-en-l'Île,85
Noiseau,94
Noisiel,77
Noisseville,57
Noisy-le-Grand,93
Noisy-le-Roi,78
Noisy-le-Sec,93
Noisy-sur-École,77
Noizé,76
Nolay,21
Nomain,59
Nomeny,54
Nomexy,88
Nommay,25
Nonancourt,27
Nonglard,74
Nonsard,55
Nontron,24
Nordausques,62
Nordheim,67
Nordhouse,67
Norges-la-Ville,21
Normanville,27
Normée,51
Norrey-en-Bessin,14
Norroy-le-Veneur,57
Nortkerque,62
Nort-sur-Erdre,44
Nostang,56
Nothalten,67
Notre-Dame-d'Allençon,49
Notre-Dame-de-Bondeville,76
Notre-Dame-de-Briançon,73
Notre-Dame-de-Gravenchon,76
Notre-Dame-de-l'Isle,27
Notre-Dame-de-Sanilhac,24
Notre-Dame-des-Landes,44
Notre-Dame-des-Millières,73
Notre-Dame-d'Oé,37
Notre-Dame-du-Touchet,50
Nouaillé-Maupertuis,86
Nouan-le-Fuzelier,41
Nouâtre,37
Nouic,87
Noulens,32
Nousty,64
Nouvion-en-Ponthieu,80
Nouvion-sur-Meuse,8
Nouvoitou,35
Nouzonville,8
Novalaise,73
Novéant-sur-Moselle,57
Noves,13
Novillars,25
Novion-Porcien,8
Noyal,22
Noyal-Châtillon-sur-Seiche,35
Noyal-Pontivy,56
Noyal-sous-Bazouges,35
Noyal-sur-Vilaine,35
Noyant,49
Noyant-et-Aconin,2
Noyant-la-Gravoyère,49
Noyarey,38
Noyelles,80
Noyelles-Godault,62
Noyelles-lès-Seclin,59
Noyelles-lès-Vermelles,62
Noyelles-sous-Lens,62
Noyelles-sur-Escaut,59
Noyen-sur-Sarthe,72
Noyen-sur-Seine,77
Noyers-Saint-Martin,60
Noyers-sur-Cher,41
Noyon,60
Nozay,91
Nozay,44
Nuaillé,49
Nuces,12
Nucourt,95
Nueil-les-Aubiers,79
Nuelles,69
Nuisement-sur-Coole,51
Nuits-Saint-Georges,21
Nully,52
Nurieux-Volognat,1
Nux-les-Mines,62
Nyls,66
Nyons,26
Oberhausbergen,67
Oberhergheim,68
Oberhoffen-sur-Moder,67
Obermodern,67
Obermorschwihr,68
Obernai,67
Oberstinzel,57
Objat,19
Occey,52
Ocquerre,77
Ocqueville,76
Octeville-sur-Mer,76
Octon,34
Odars,31
Odenas,69
Oderen,68
Odos,65
Oermingen,67
Oeting,57
Oeuf-en-Ternois,62
Offendorf,67
Offin,62
Offranville,76
Oger,51
Ogeu-les-Bains,64
Ohain,59
Oignies,62
Oigny-en-Valois,2
Oingt,69
Oiron,79
Oiry,51
Oisly,41
Oisseau,53
Oisseau-le-Petit,72
Oissel,76
Olargues,34
Olby,63
Olemps,12
Olivet,45
Olizy-et-Violaine,51
Ollainville,91
Ollières,83
Olliergues,63
Ollioules,83
Olmeto,2A
Olonne-sur-Mer,85
Olonzac,34
Oloron-Sainte-Marie,64
Omet,33
Omey,51
Oncy-sur-École,91
Ondes,31
Ondres,40
Onet-le-Château,12
Onjon,10
Onlay,58
Onnaing,59
Onnion,74
Ons-en-Bray,60
Onville,54
Onzain,41
Opio,6
Oppède,84
Oraàs,64
Oradour-Saint-Genest,87
Oradour-sur-Glane,87
Oradour-sur-Vayres,87
Oraison,4
Orange,84
Orbagna,39
Orbais-l'Abbaye,51
Orbec-En-Auge,14
Orbey,68
Orçay,41
Orcet,
Orchaise,41
Orchamps,39
Orchamps-Vennes,25
Orchies,59
Orcières,5
Orcines,63
Ordan-Larroque,32
Ordonnaz,1
Ore,31
Orée d'Anjou,49
Orgelet,39
Orgenoy,77
Orgères,35
Orgères-en-Beauce,28
Orgerus,78
Orges,52
Orgeval,2
Orgeval,78
Orgon,13
Origne,33
Orignolles,17
Origny-en-Thiérache,2
Origny-Sainte-Benoite,2
Oriolles,16
Orist,40
Orléans,45
Orléans Sta/Rouen,76
Orly,94
Orly Apt/Paris,94
Ormes,10
Ormes,27
Ormes,45
Ormes,71
Ormes,51
Ormesson-sur-Marne,94
Ormoy,91
Ormoy-Villers,60
Ornaisons,11
Ornans,25
Ornex,1
Ornézan,32
Ornon,38
Oron,57
Orphin,78
Orry-la-Ville,60
Ors,59
Orsan,30
Orsans,11
Orsay,91
Orschwihr,68
Orschwiller,67
Orsennes,36
Orthez,64
Orthoux-Sérignac-Quilhan,30
Orval,18
Orval,50
Orvault,44
Orville,62
Osenbach,68
Oslon,71
Os-Marsillon,64
Osmoy,78
Osny,95
Osséja,66
Osserain-Rivareyte,64
Ossès,64
Ostheim,68
Osthoffen,67
Ostricourt,59
Ostwald,67
Ota,2A
Othis,77
Ottange,57
Otterswiller,67
Ottmarsheim,68
Ottrott,67
Ouarville,28
Ouchamps,41
Oucques,41
Oudalle,76
Oudon,44
Ouessant,29
Ouessant,29
Ouge,70
Ouides,43
Ouilly-du-Houley,14
Ouilly-le-Vicomte,14
Ouistreham,14
Oulchy-le-Château,2
Oulins,28
Oullins,69
Oulmes,85
Oupia,34
Ourches-sur-Meuse,55
Ourouër,58
Ouroux-sur-Saône,71
Oursel-Maison,60
Ourville-en-Caux,76
Oust,9
Oust-Marest,80
Outarville,45
Outreau,62
Outriaz,1
Ouveillan,11
Ouville-la-Bien-Tournée,14
Ouville-la-Rivière,76
Ouzilly,86
Ouzouer-le-Marché,41
Ouzouer-sur-Loire,45
Ouzouer-sur-Trézée,45
Oye-Plage,62
Oyonnax,1
Oyré,86
Oytier-Saint-Oblas,38
Ozoir-la-Ferrière,77
Ozon,7
Ozouer-le-Voulgis,77
Ozouer-sur-Loire,45
Pabu,22
Pacé,35
Pacy-sur-Eure,27
Padern,11
Pagny-la-Ville,21
Pagny-le-Château,21
Pagny-lès-Goin,57
Pagny-sur-Meuse,55
Pagny-sur-Moselle,54
Paillart,60
Paillencourt,59
Paillet,33
Paimbuf,44
Paimpol,22
Paimpont,35
Paladru,38
Palaiseau,91
Palaja,11
Palau-del-Vidre,66
Palavas-les-Flots,34
Palinges,71
Palis,10
Palladuc,63
Palleville,81
Palluau,85
Palluau-sur-Indre,36
Pamiers,9
Pamproux,79
Panassac,32
Panazol,87
Pancé,35
Pange,57
Panissières,42
Panjas,32
Pannecé,44
Pannes,45
Pannes,54
Pansey,52
Pantin,93
Panzoult,37
Parassy,18
Paray-Douaville,79
Paray-le-Monial,71
Paray-Vieille-Poste,91
Paraza,11
Parçay-les-Pins,49
Parçay-Meslay,37
Parçay-sur-Vienne,37
Parcé-sur-Sarthe,72
Parcieux,1
Pardaillan,47
Pardies,64
Parempuyre,33
Parent,63
Parentis-en-Born,40
Parfondeval,2
Pargny-lès-Reims,51
Pargny-sous-Mureau,88
Pargny-sur-Saulx,51
Parigné,35
Parigné-l'Évêque,72
Parigny,
Paris,75C
Paris-La Défense,92
Paris-l'Hôpital,71
Parisot,81
Parleboscq,40
Parnac,46
Parnay,49
Paron,89
Paroy-sur-Tholon,89
Parsac,23
Parsac,33
Parthenay,79
Partinello,2A
Pas-de-Jeu,79
Pas-en-Artois,62
Passa,66
Passais,61
Passavant-la-Rochère,70
Passavant-sur-Layon,49
Passel,60
Passenans,39
Passins,38
Passy,74
Passy-Grigny,51
Passy-sur-Marne,2
Patay,45
Patornay,39
Patrimonio,2B
Pau,64
Paucourt,45
Pauillac,33
Paule,22
Paulhac,31
Paulhac,23
Paulhaguet,43
Paulhan,34
Pauligne,11
Pauvres,8
Pavie,32
Pavilly,76
Payns,10
Payré,86
Payros-Cazautets,40
Pazayac,24
Paziols,11
Pazy,58
Peaugres,7
Péaule,56
Pechbonnieu,31
Pécorade,40
Pecqueuse,91
Pédernec,22
Pégairolles-de-l'Escalette,34
Pégomas,6
Péguilhan,31
Peille,6
Peillonnex,74
Peisey-Nancroix,73
Pélissanne,13
Pellegrue,33
Pelousey,25
Peltre,57
Pélussin,42
Pencran,29
Pénestin,56
Penmarch,29
Penmarc'H Point,29
Pennautier,11
Penne-d'Agenais,47
Pennedepie,14
Penta-di-Casinca,2B
Penvénan,22
Pépieux,11
Perceneige,89
Percey,89
Percy,50
Pérenchies,59
Peri,2A
Périers,50
Pérignac,17
Pérignat-lès-Sarliève,63
Périgneux,42
Périgny,17
Périgny,3
Périgueux,24
Pernand-Vergelesses,21
Pernant,2
Pernes,62
Pernes-les-Fontaines,84
Pérols,34
Péron,1
Péronnas,1
Péronne,80
Péronne,71
Pérouges,1
Pérouse,90
Perpezac-le-Blanc,19
Perpignan,66
Perquie,40
Perrecy-les-Forges,71
Perreux,42
Perrex,1
Perriers-sur-Andelle,27
Perrignier,74
Perrigny,39
Perrigny-lès-Dijon,21
Perros-Guirec,22
Perros-Guirec,22
Perrou,61
Perroy,58
Perrusson,37
Persan,95
Pertain,80
Perthes,77
Pertuis,84
Pescadoires,46
Peschadoires,63
Pesmes,70
Pessac,33
Pessac-sur-Dordogne,33
Pessines,17
Petersbach,67
Petit-Appeville,76
Petit-Couronne,76
Petit-Cur,73
Petite-Forêt,59
Petit-Fayt,59
Petit-Mars,44
Petit-Palais-et-Cornemps,33
Petit-Réderching,57
Peujard,33
Peumérit,29
Pévy,51
Pexiora,11
Pexonne,54
Peymeinade,6
Peynier,13
Peypin,13
Peyrat-la-Nonière,23
Peyrat-le-Château,87
Peyraud,7
Peyrehorade,40
